kalimat,label
insyaallahjika boikot safiey illiastempiasnye kena transgender yang,0
biar jokowi lindung ahok lengser jokowi,0
ayo memek isi kontol,1
tuju persis gaet golong akar rumput isu agama partai komunis,0
koarkoar gera umateh ngebacotnya dukung politikndasar bani cabul otak monas xfxfxx,0
nayeon bolotxfxfxxa,0
ironi bisnis mega triliun profit diri mimpi kesana nncontohnyxexxa,0
jom mampus,0
jelek jokowi prabowo jejak rakyat prabowo timbang jokowi buta mata mas hati yang buta p,1
reformasi orang susah temu demokrasi sejahtera lupa ide hubung sistem sistem ekonomi pasar bebas heran cari titik temu negara pasar,0
yang caci ulama orang kafir munafikpake otak mu,0
senang yang hormat pakai mulut ngomongmohon pakai silit,1
ritual puasa tanggal tradisi yahudi madinah itunnmenyembelih kambing bayi yang lahir biasa arab ekspresi bahagia datang anggota keluarga barunnj,0
gubernur indonesia salah putra baik bangsa indonesia pribumi yang layak pimpin negeri moga allah lindung lurus juang islam maju bangsa amp negara,0
islam yang rahmat lil alamin kristen cinta kasih hindu konghucu penuh damai agama ajar baik,0
akil islamndiperlakukan adil bilang bicara bikin adil umat islam,0
ajak rakyat wisata ziarah negeri biar rakyat tipu ziarah haji,0
mulut kampang,1
prof rombong cebong dangkal,0
anak kampang,1
luwes tai,1
otak cebongxfxfxxad,0
bubar,0
bersih jajar allah janji rampas tuhan buang,0
yang presiden yang telanjang dada pesimis,1
yeoja culik bawa rumah ngentot,1
allah main takut gila,1
usir tanah jawa,0
yang lengser jok lawan politik tulis pksbiasa demodemofpijgn takut jokrakyat pol bela,0
dukung agama haram sosial yang lgbt aku teman rangkul biar pelan pelan normal,0
askmf sedih orang najis bocah,0
tokoh agama politik praktis amp identitas agama jabat publik presiden lurah lingkung agama aku biksu makan daging amp minum minum keras keluarga,0
agus silvy tukang fitnah,0
bahaya islam bukti lihat teroris islam isis pandang sudut islam,0
rambut warna kadang oren kadang coklat muda kadang coklat onta,0
datang main arab biar berkah lambang setan dukung lgbt imbang,1
habis lanjut pagelaran budaya tertawa,0
agama kristen kuat timur byzantium aku eksistensi agama bentuk parabalani anggota parabalani pemuda kelompok rendah masyarakat fanatik kristen taat ulama,0
nama yang kes kristen bgtkata orang ayah keren ayah gaul lingkung tionghoa,0
saracen anies sandi serang ahok,0
tantang industri sawit budaya bakar lahan rawan simpang,0
jaga utuh tangkap nista agama,0
nganjingin marah tolol,1
sebar aman jagat,0
anjir,0
presiden lapor jajar kait detail siap infrastruktur transportasi lokasi tanding kesiap atlet indonesia laga,0
ganyang kumpul,0
orang jokowi,0
hasil kota benci jaman,0
kristen beda tradisi kristen protestan masdi pakai musik band musik yang mnghentak bijakdi kristen advent,0
duga ekonomi guru nekat gantung,0
usir duta besar negara yang kristen putus hubung diplomatik,0
pbb dunia kumpul dana manusia triliun irak siasia islam buang,0
a pribadi yang gairah semangat pikir optimis positif,0
halal komunis,0
keren,0
nama kapitalis kejam konteks apa mending beli warung keciltoko lusin sejahtera rakyat,0
orang orang lahir tubuh cacat hidup ininamun milik jiwa kagum orang yang hidup sehat jiwa dalam matang dewasa,1
pakai tudung nasihat agama dengar nasihat lacur ambil buang yang buruk hitam mesti kotor putih mesti bersih,0
alimalim bodohbodoh lupa islam nikah tingkat kualitas ibadah bangun pranata generasi terus alas reduksi ketimbang zina i,0
yang lucunyannmasa tuntut senangnncm orang sinting yang,1
mang,0
bikin video isi photo video ucap selamat diannyak maki waktunyannokxexxa,0
negara anti islam sesal rezim hutang negara,0
ayo muslim hantam lgbt rakyat yang buang islam parmusi dorong anti lgbt,0
cebong,0
pilih ahok pilih yang iman koruptor munafik bodoh,0
pesimisme tonjol rezim jokowi,0
kakak laki mulut banci yang marahnnmentolo cangkem e,1
negeri om kerja jongos cina kerja subuh malam gaji paspasan yang cina,0
t curiga pikir antek antek agent beras,0
cebong boros bicara hemat otak,0
tinggi tingkat fitur aman paspor indonesia negaranegara asing minat fasilitas pegang paspor,0
gampang orang puji hormat tolol,1
sa monyet,0
politikus lawak karakter lawak haji bolot yang diexexxa,0
sesuai penting jokowi dukung ganggu penting sikat,0
hahahahahahahjadi yang malu aku presiden,0
pacar hilang ambil setannapa wajah seram nxexxbexefxbdxaxcfxxefxbdxa,0
bijak pilih opsi mundur ambisi kuasa jokowi pilih opsi tahan,0
jokowi pesan kerja kerja kerja demo teh,0
tuju hidup muslim allah tentang penting bangsa negara,0
berita bohong melulu jokowi,0
info warga selesai ingat tradisi seba pendopo lebak lanjut temu gubernur banten wahidin halim sabtu,0
sitip,0
kroscek yusuf oposan realistis data mata kepala mentah,0
sepakat,0
yang bilang amp,0
bahagia pesawat presiden,0
cacat,1
badan gendut pdjangan khawatir jus herbal cmp turun bb kg minggu nyata hasil plus obat sakit yminat chat mehp pin,0
kontol abang selamat pagi,1
kontol perut yang kuda,1
tiada pangkat yang mulia dunia pangkat hebat apa manusia lahir ahli cebong tukang tipu plonga plongo akibat optimisme,0
mampir tulis baru,0
bangku prioritas hamil bawa anak cacat,1
baca henti xexcxaxfxfxxa min rasa pakai acid dosis rendah cupu berhasilnnbarangkali yang usaha keras,0
lesbi anjir,1
israel orang kulit hitam xexxcmonyetxexxd picu kecam keras,0
adu allah pimpin bejatbangsatbajingan allah jalan allah,0
perhati nnkampus yang kali aksi demo lawan tuntut mundur kampus yang gencar terus aksi demo hentinntrisakti ukinnkampus yang afiliasi csis,0
idap paranoid tangkap,0
bawa nama islam pkinpartai komunis,0
dasar culun plongo,0
teror aparat inimah keparat politik bahasa mafia politik hatihati bos takut ancam intimidasi demokrasi nncat,1
tabib cabul teriak karuan sambi tongkol bugil pecun dasar binatang,1
ulama waris nabi tegak benar data ilmu tsiqoh yang al ajar perihal,0
pecat ahok gubernur jakarta bikin rusuh konflik negeri bohong ahok,0
ingatingat jokower rt tim sukses ahok lena depan hasil kerja rasio ketimbang aspek,0
kunyuk keras,1
presiden yang malu bangsa plonga plongo toleh boneka idiot,1
putus erka hormat pilih partai dukung nista agama,0
jokowi negara kuat perintah ulama jalan iring silaturahmi,0
tolol bodoh main teriak gituhga dampak panas main rugi away takut apaharus cepat atas panas,1
rasulullah orang gadai baju besi orang yahudi rasulullah hartanmikir bungariba rasulullah suka,1
setya novanto level dendam bikin lawan babak bur mati,0
hubung partai komunis cina rezim antek antek,0
berani lawankliyanrakyat salutjgn ombusmankoar trsdiemmana hasilnyamalah disulutapaan tuhtanah abang tutup bungkampd takut takut dptdisetujui apbdkl niat udnusut b,0
seblak pusingmencret,0
teman lesbi xari teman perempuan yang tampang laki lesbi,1
nu musuh yang takut baca bukuxcxb sejarah dijualnnbk nasakom mau mengakomodir partai perintah asai nnbl,0
hahahahananak monyet dongonbaca dt efilnikcufecinnketurunan monyet,0
anjir,0
alhamdulillah ulama silaturahmi silam jarang pesantren ulama berangan temu,0
baya kemarin menang kalah kalahnkalahe malaysia mencret,0
sekolah agama ukur iman,0
beli album saksi bisu hidup ku,1
komunis mata liberal radikal masjid yang sasar,0
pro yahudi,0
pacar tahun ketemufake ppl is everywhere heran,0
allah dungu biadab kafir hilang muka bumi sisa mukmin,1
aneh konsultan asing pakai mulus korupsi jabat pemerintahbumn yang panjang konsesi libat deutchbank konsultan asing yang,0
komunis tolol,1
haneul jual memek tlyang on retweet,1
teriak susah jawabannyadan kannsimpel kokndungu sok baca,0
kampang,1
setya novanto sangka alien kena blokir jokowi pecat jokowi tutup pintu istana jokowi,0
senang hati perempuan mbak angkut mbak gang bang kunyuk selesai mbak mobil pergi bilang,1
paham pimpin joko widodo rendah hati ajak mari dukung jokowi percaya indonesia yang kerja kerja kerja layan rakyat ber,0
ustad pantat,1
negeri butuh orang yang jujur rezim ikut bani cabul amp sial yang hembus fitnah isu bohong provokasi amp benci xfxfxx,0
ajaorang munafik kerja bgtpendukung wan abud semuaxfxfxxcxfxfxx,0
nampaknya istilah xexxctki rentalxexxd xexxctki formalinxexxd xexxcpekerja migran rumah tangga outsourcingxexxd nnpersoalanya status duduk hukum,0
guru kota diri sukses pilih kepala daerah tolak berita isu bohong,0
sambut presiden apresiasi temu kader yakin milik semangat pemuda muslim tanah air,0
yang pipis onta ilmu nomor yang utama yang menyalanyala berani caci jokowi junjung lari lama,0
ayam,0
bukti kampus rakyat kampus mu ngkin pikir jamban,0
cinta buta tuli,1
detik detik presiden indonesia gubernur indonesia temu presiden turki teks bingung langsung akrab beda bahas kelia,0
sapa jual keluarga yang jual kaya bumi indonesia amerika kolaborasi antek om,0
tertawa saudara perempuan main agenda yahudi xfxfxx,0
bodoh om rg,0
cont keras ujung bunuh asing sxcxarene kali yang tarik laku keras yang korban sxcxarene lirik arah lucas tukar pikir tatap l,0
preman kampung monyong putih kasih panggung rusak acara enek,0
cari dukung mr presiden,0
spoiler,0
babi,1
penjara nista agama turun,0
kakak pernahnnxfxfxxa jurus apaanxfxfxxa sastra rusia nihnxfxfxxa komunis yanxfxfxxa,0
xl gembel,1
maju babi,1
geblek,0
nak cabut jantung zaman main mercun bunyi bom,0
admin dendam admin tolol,1
mas sebut kitab suci agama yang fiksi,0
teroris kafir myanmar,0
agresif ambil alih saham saham usaha tambang dunia ambil alih saham tambang milik freepodi negara taruh minat milik newmont freepodalam kuat rantai i,0
ngewe,1
bubar dprdprdbentuk panitia khusus hak angket rakyat beku dprdprd,0
congor ban serep plonga plongopolitusi kutu kupret,1
cacat,1
bravo jahat kelamin jokowi tekan freepoutk kembali hak rakyat pro rakyat antek asing oknum kuasa partai yang jual saham freepoke asing koar pro rakyat,1
malu milik pasang gubernur wakil gubernur kampanye edukasi politik isu sara agama yang relevan,0
kayu biar banting pecah cacat,1
barang paling ingat sungguh jalan hidup kumpul kiamat buta nqs ta tertawa,1
taunnbut need bong to someone tertawa agony of loneliness huh teori kassin geblek,0
sindirmenyindir wajar orang bego gampang habis marahmarah,1
ajar anak kenal organ intim,1
tunggal ika hidup keluarga bangsa umat tuhan salam natal kupang,0
kitab suci yang sesuai agama yang anut isi kitab suci genap hidup,0
bicara sok intelek,0
proyek bangun bendung pelosika batal presiden,0
najis,0
jaga ulama,0
bela jokowi ruhut prabowo jokowi pilih presiden ambisi,0
grup whatsapp grup msgi alias sexual and gender identity isi banyak gay lesbi sex politik diskriminasi faith religion,1
halo amel baca sipit hakdhsk biell,0
biar mampus,0
anjir musisi asli cocot,0
taplak meja xfxfxaxaxfxfxaxaxfxfxaxa,0
setan kutuk,1
malam monyet jadi force cerita curi bank malam malam plan curi air kat cafe jaga hujung jaga tengok cik tertawa babi,1
banci orang,1
april sidang excecutive board unesco presiden unesco tuju hasil sidang komisi ketu palu geopark ciletuhpalabuhanratu sah sandang predikat ciletuhpalabuhanratu unesco global geopark,0
lapor habis rezim jokowi aneh,0
imigran punmrk tinggal myanmarapa cina usir indonesiabnyak yang atur main,0
rezim panik takut,0
sok komentar sok gampar bibir wedges banci,1
ketua karang taruna nama andin wakil nama sudin panggil wakilnyannsaya singkat,0
bacot cebong,1
ajar catut nama tuhan nikmat ikut jalan hidup muhammad,0
antek komunis film gspki isi bohong,0
balik akrab teman rl bilang bicara aku,0
ulah cebong kafir keparat,1
najis main ml kalah mulunntemen buta map semuannatas jebol push bawahxfxfxxadxfxfxxadxfxfxxadxfxfxxc,1
anak pmr cupu,0
ajak suami,0
murka anjir handphone mati,0
keliru manusia yang tuhan tuhan layan pamer kuasa ajar,0
percaya,0
bajing jelang,0
bocah abdi setan kate padennane kire,1
puisi untukmunelu bajingannwajahmu setannmulutmu iblisnmengaku manusianpadahal binatang mesumnn seni,0
moga kandidat calon presiden calon wakil presiden prabowo subianto mas agus h yudhoyono gerindra demokrat partai bintang jokowi airlangga hartanto golkar psi muha,0
presiden dasar lapor terima ribu ribu ribu anggota milik rumah sifat permanen,0
cnnikut nnkao tahan emosi ledak jugannbajingan keparat lelaki tekan lelaki nndadanya turun wajah merah kepiting rebus,1
titip salamterimakasih undang,0
hak kritik kerja dprlalu terbit md,0
teroris myanmar tembak perahu yang tumpang anakanak,0
alhamdulillah kali berturutturut wtp kado positif khidmat sumbar selamat akh gubernur warga sumbar,0
lekong,0
yang berat cebong,0
wasit sah goal,0
orang bodoh main twitter,0
been eyeing this site barusan coba buka harga sapiens homo deus murah periplus yahnnlets try again some time later,0
berita lucu akrobat politik gerus elektabilitas presiden jokowi,0
tai,1
ikut seru ulama hanif,0
buat kaum nasrani yahudi kali om pecah belah umat muslim astagfirullah,0
lagu pudak onta,0
mati iblis betina tua itun,0
selamat seberang biar gantung ekor setia tolong b,0
fasilitas penting negara penting calon presiden,0
bunda adri cerita alam sekolah sekolah kristen raya lebaran natal imlek teman alat ajar agam toleransi rasa anak anak,0
erudite apa bodoh gede congor,1
erti baca selesai ambil hikmah pikir positif yang rational,0
presiden,0
hasil investasi panglima ekonomi mustahil rakyat sejahtera banting prinsip ekonomi gotong royong yang cantum pasal rakyat mulut setia,0
simpatisan prabowo yang,0
airlangga pribadi lupa bu khofifah alam presiden bantu entas miskin,0
istilah cebong sial bau arab pakai istilah onta dungu keledai liar,1
akun jutaanntp biar akun cebongxfxfxx,0
polisi kutuk,0
aaduh min kelihatanntua nbliat kulit becky annmenjelang nagua kulitnguabukan becky bego,1
anggota kembali uang warta ekonomi,0
suka kontol yang gede,1
sukun,0
tolak berita isu bohong sukses pilih kepala daerah damai kota diri,0
doa saudara laki tua ganti muda,0
kabinet kerja hitung utang triliun anggota jgnjln biaya partai politik cabut ide brilian,0
jijik bodoh,0
biang homo,0
kwang il tekad kembang tukar budaya koreari,0
dengar lagu banci cc,1
orang buta it,1
cina salah ras indonesia beda,0
banci akun palsu bilang utang perintah era,1
sneak out malam buta permission xfxfxx still consider as strict parents,1
butuh orang munafik hari,0
inti pokok join angsat biar memb bego kadang wkwkg,1
makan haknyankapan makan berlebihannkapan curi manusianndimanaxexxa,0
 m m g  n o o,0
nama susah gampang,0
contoh babi nndah nak merah jalan sangkut sangkut kat jalan orang lainxexxa,1
anak koruptor,0
cebong percaya,0
anies congor gede realisasi janji bisa korupsi dosen bangsat,1
bahas bangsa tuhan pancasila orang indonesia allah benci kafir tuhan,0
dana sungguh kowi solo,0
lgbt diskriminasi kerja xexx mujahidnngolongan lgbt lesbian gay biseksual transgender malaysia hak nikmat hak warga negara,1
taplak meja bahu,0
hasil bagus sarap sarap,1
jablay,1
setan,1
baik beliau mundur politik,0
program bantu perintah guru agama hindu cek,0
astaghfirullohalaziim,0
cebong dasar komunis autis salib,0
kasih bukti pojok kemanamana nama cacat logika,1
universal ngomongkitab suci kitab suci dongmenistakan kitab sucidan al salah kitab suci agama islamtdk ragu,0
cebong diam tau apple to apple doang istilah bikin minim kognitif,0
mata yang koma koma,0
xexxa junki bocah lakilaki tekan dagu mungil ujung tumpul pensil warna warna biru muda pasang mata sipit dahi kerut tanda pria pikir nnxexxcitu berenangxexxd,0
gagal proyek hasil,0
ra asing,0
jackson bilang sampah yang lihat akun kak,0
bgstnlo bejat astaga,1
cubit titit nakal,1
kekbodo amatkaga,0
utang bank asing saham freeportg bayar utang freepodisita beli salah beli salah sederhana gaya utang yang tumpuk mu rakyat yang bahan pokok murah barang,0
cebong terima bilang rezim amatirannklo amatir bukti rezim profesionalutang negarajanji kampanye bukti makmur rakyat subsidi dicabutirezim bilang profesional,0
bani sial berani,0
kangen diktator bodoh antek bohong rakyat penting asing rampas sda kaya,0
yang kirim foto kontol,1
umat agama islam haram najis ahok kafir kristen,0
kacung bunyi xfxfxx,0
yang gunting pita manajemen proyek tahap ahli cebong tukang tipu cebong bodoh ketulungan plonga plongo akibat optimisme,0
subhanallahaamiin yrainsya allah diijabah allah,0
assalamualaikumnsiapa yang bela sembah yesus busuk satu yang bela yang bodoh,0
orangorang musyrik jadi jin sekutusekutu allah allah cipta jinjin qs,0
benam batang kontol mu pepek ku,1
terang benderang boediono bohong rakyat anak buah tutup akan ekonomi indonesia runtuh bank century rr ba,0
iman cebong jilat kaget,0
bunuh lucu yang presiden tuntut pidana berat,0
